situation_id,situation,rsq001,rsq002,rsq003,rsq004,rsq005,rsq006,rsq007,rsq008,rsq009,rsq010,rsq011,rsq012,rsq013,rsq014,rsq015,rsq016,rsq017,rsq018,rsq019,rsq020,rsq021,rsq022,rsq023,rsq024,rsq025,rsq026,rsq027,rsq028,rsq029,rsq030,rsq031,rsq032,rsq033,rsq034,rsq035,rsq036,rsq037,rsq038,rsq039,rsq040,rsq041,rsq042,rsq043,rsq044,rsq045,rsq046,rsq047,rsq048,rsq049,rsq050,rsq051,rsq052,rsq053,rsq054,rsq055,rsq056,rsq057,rsq058,rsq059,rsq060,rsq061,rsq062,rsq063,rsq064,rsq065,rsq066,rsq067,rsq068,rsq069,rsq070,rsq071,rsq072,rsq073,rsq074,rsq075,rsq076,rsq077,rsq078,rsq079,rsq080,rsq081,rsq082,rsq083,rsq084,rsq085,rsq086,rsq087,rsq088,rsq089
sit_3871,I had just finished talking on the phone with my mom on the phone. I was playing solitaire in my dorm room while waiting for my roommate to come home so we could go have dinner together. I was doing well on the game. I ended up getting my best time. ,7.0,6.0,8.0,3.0,6.0,7.0,5.0,5.0,3.0,3.0,5.0,7.0,7.0,7.0,5.0,6.0,6.0,9.0,5.0,6.0,4.0,5.0,5.0,7.0,9.0,4.0,9.0,5.0,5.0,6.0,2.0,4.0,8.0,6.0,5.0,4.0,6.0,5.0,7.0,4.0,7.0,4.0,5.0,5.0,8.0,5.0,5.0,6.0,6.0,4.0,5.0,8.0,7.0,3.0,4.0,3.0,5.0,8.0,6.0,3.0,8.0,3.0,4.0,3.0,5.0,7.0,4.0,7.0,6.0,2.0,6.0,3.0,1.0,1.0,6.0,6.0,2.0,2.0,4.0,4.0,2.0,5.0,4.0,3.0,4.0,3.0,2.0,4.0,1.0
sit_3872,I was eating in subway with my roommate. I order a double meats sandwich and a pack of chip. We went to walk the dog after dinner. ,7.0,4.0,6.0,6.0,7.0,3.0,7.0,3.0,7.0,6.0,7.0,6.0,5.0,4.0,3.0,3.0,3.0,7.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,3.0,5.0,6.0,6.0,6.0,5.0,3.0,6.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,3.0,2.0,7.0,5.0,5.0,5.0,5.0,6.0,3.0,7.0,8.0,4.0,8.0,8.0,8.0,2.0,9.0,5.0,7.0,9.0,4.0,5.0,4.0,4.0,7.0,8.0,9.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,8.0,4.0,4.0,6.0,1.0,2.0,1.0,7.0,1.0
sit_3873,I was eating dinner with my family and my girlfriend at my house.,4.0,4.0,6.0,4.0,4.0,4.0,6.0,7.0,6.0,7.0,6.0,4.0,7.0,4.0,4.0,6.0,4.0,6.0,6.0,4.0,3.0,7.0,2.0,4.0,6.0,6.0,4.0,4.0,8.0,6.0,5.0,5.0,3.0,5.0,7.0,2.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,7.0,4.0,6.0,3.0,3.0,6.0,5.0,9.0,9.0,6.0,7.0,7.0,7.0,6.0,5.0,7.0,8.0,3.0,5.0,7.0,5.0,3.0,5.0,3.0,5.0,3.0,5.0,5.0,2.0,9.0,8.0,2.0,8.0,1.0,2.0,5.0,6.0,8.0,5.0,3.0,8.0,3.0,3.0,4.0,2.0,1.0
sit_3874,I was at home eating dinner with the family.,9.0,5.0,6.0,5.0,7.0,6.0,7.0,6.0,5.0,6.0,6.0,8.0,5.0,5.0,4.0,4.0,4.0,5.0,9.0,4.0,4.0,7.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,7.0,5.0,4.0,4.0,8.0,4.0,3.0,3.0,3.0,7.0,8.0,3.0,3.0,9.0,3.0,7.0,3.0,3.0,5.0,3.0,7.0,5.0,8.0,7.0,7.0,8.0,5.0,8.0,7.0,3.0,5.0,3.0,7.0,6.0,6.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,6.0,4.0,1.0,6.0,6.0,6.0,5.0,5.0,6.0,1.0,5.0,5.0,5.0,1.0,6.0,6.0,5.0
sit_3875,Yesterday at 7 PM I was with my girlfriend and her family at a restaurant in Roland Heights having a birthday dinner for her.,8.0,4.0,4.0,6.0,5.0,5.0,8.0,8.0,6.0,5.0,6.0,4.0,6.0,5.0,4.0,2.0,2.0,7.0,5.0,7.0,1.0,5.0,3.0,5.0,7.0,4.0,5.0,5.0,5.0,3.0,1.0,6.0,3.0,4.0,7.0,3.0,2.0,2.0,4.0,6.0,7.0,4.0,4.0,4.0,4.0,7.0,4.0,3.0,6.0,4.0,9.0,5.0,6.0,3.0,7.0,8.0,8.0,3.0,5.0,5.0,6.0,4.0,7.0,5.0,5.0,3.0,6.0,5.0,3.0,5.0,5.0,1.0,9.0,9.0,4.0,7.0,7.0,6.0,2.0,6.0,6.0,3.0,6.0,8.0,7.0,3.0,5.0,6.0,2.0
sit_3876,At 7pm last night I was having dinner with my four of my best friends at my apartment. We were eating lasagna and drank iced tea.,8.0,4.0,7.0,4.0,5.0,7.0,8.0,8.0,5.0,4.0,5.0,7.0,5.0,5.0,5.0,5.0,4.0,8.0,6.0,4.0,4.0,6.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0,3.0,4.0,6.0,4.0,7.0,7.0,4.0,3.0,3.0,3.0,8.0,7.0,3.0,3.0,3.0,7.0,7.0,3.0,3.0,7.0,3.0,9.0,7.0,9.0,5.0,8.0,9.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,3.0,6.0,2.0,6.0,5.0,2.0,6.0,2.0,1.0,5.0,2.0,5.0,7.0,6.0,6.0,2.0,5.0,5.0,1.0,5.0,1.0,5.0,2.0,5.0,6.0,5.0
sit_3877,I was sitting in the kitchen of my apartment eating candy and talking to my friends who were also in the kitchen.,7.0,5.0,4.0,4.0,5.0,5.0,7.0,7.0,6.0,6.0,5.0,5.0,4.0,5.0,3.0,6.0,5.0,7.0,4.0,5.0,4.0,4.0,1.0,3.0,7.0,8.0,7.0,7.0,4.0,4.0,4.0,3.0,3.0,6.0,6.0,5.0,6.0,5.0,3.0,5.0,7.0,3.0,3.0,4.0,3.0,8.0,4.0,2.0,4.0,6.0,8.0,5.0,3.0,7.0,6.0,8.0,8.0,6.0,7.0,2.0,5.0,6.0,8.0,6.0,4.0,3.0,4.0,6.0,5.0,4.0,5.0,2.0,9.0,2.0,6.0,2.0,7.0,9.0,5.0,3.0,2.0,1.0,5.0,9.0,5.0,6.0,1.0,5.0,6.0
sit_3878,"At 7 pm, i was enjoying the football game with some hall mates in the tv lounge room of my hall. I was a little angry since my team was losing, but then i was mortified to realize that I had missed my discussion course for psych. ",2.0,5.0,7.0,2.0,6.0,1.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,9.0,8.0,6.0,5.0,5.0,7.0,5.0,6.0,4.0,6.0,6.0,7.0,6.0,5.0,4.0,5.0,3.0,5.0,7.0,7.0,4.0,4.0,4.0,2.0,1.0,4.0,4.0,4.0,3.0,7.0,6.0,6.0,3.0,5.0,4.0,4.0,9.0,8.0,3.0,3.0,7.0,4.0,6.0,5.0,6.0,5.0,3.0,3.0,3.0,4.0,4.0,7.0,7.0,5.0,7.0,6.0,8.0,3.0,8.0,2.0,1.0,8.0,9.0,8.0,7.0,6.0,6.0,5.0,5.0,4.0,4.0,3.0,3.0,2.0,2.0
sit_3879,Monday at 7 pm I was in my room by myself cleaning and texting the whole night. I was cleaning my room to get rid of the clutter so when my parents came to visit they wouldn't get scared or think im messy.  ,6.0,8.0,6.0,6.0,7.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,7.0,6.0,7.0,8.0,5.0,7.0,5.0,7.0,7.0,7.0,8.0,7.0,9.0,8.0,6.0,5.0,7.0,6.0,5.0,5.0,5.0,5.0,5.0,9.0,7.0,5.0,5.0,9.0,8.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,8.0,6.0,6.0,3.0,3.0,3.0,3.0,7.0,6.0,3.0,2.0,3.0,4.0,5.0,4.0,5.0,1.0,6.0,5.0,5.0,2.0,2.0,1.0,2.0,5.0,4.0,1.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0
sit_3880,I was cooking dinner in my apartment with my girlfriend.,8.0,5.0,7.0,5.0,8.0,6.0,3.0,6.0,8.0,8.0,7.0,1.0,3.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,7.0,6.0,6.0,5.0,5.0,5.0,4.0,6.0,4.0,4.0,7.0,5.0,5.0,6.0,5.0,4.0,6.0,4.0,9.0,7.0,4.0,3.0,4.0,6.0,4.0,3.0,3.0,5.0,4.0,8.0,5.0,4.0,5.0,6.0,9.0,8.0,6.0,9.0,3.0,5.0,6.0,7.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,7.0,4.0,2.0,7.0,7.0,1.0,1.0,2.0,6.0,2.0,3.0,3.0,2.0,2.0,7.0,7.0,6.0
sit_3881,I was getting ready for my IM basketball championship game at home with my teammates. ,9.0,9.0,9.0,8.0,6.0,6.0,6.0,8.0,6.0,8.0,8.0,6.0,6.0,8.0,3.0,3.0,6.0,8.0,6.0,7.0,6.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,3.0,7.0,7.0,5.0,7.0,5.0,3.0,5.0,5.0,7.0,7.0,3.0,7.0,5.0,5.0,5.0,5.0,7.0,5.0,2.0,5.0,5.0,7.0,5.0,5.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,2.0,4.0,4.0,7.0,4.0,4.0,2.0,4.0,6.0,2.0,4.0,6.0,2.0,1.0,1.0,4.0,6.0,3.0,1.0,3.0,4.0,3.0,4.0,6.0,6.0,6.0,3.0
sit_3882,I was in my apartment watching movies with my roommate.,8.0,6.0,6.0,6.0,5.0,6.0,8.0,7.0,5.0,5.0,6.0,6.0,6.0,5.0,4.0,5.0,4.0,8.0,8.0,5.0,4.0,9.0,4.0,7.0,6.0,5.0,5.0,6.0,4.0,5.0,4.0,4.0,6.0,5.0,6.0,4.0,4.0,4.0,4.0,6.0,8.0,5.0,5.0,5.0,7.0,7.0,4.0,6.0,8.0,5.0,7.0,4.0,7.0,5.0,5.0,7.0,7.0,4.0,5.0,3.0,6.0,3.0,3.0,3.0,9.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,9.0,2.0,7.0,2.0,5.0,2.0,2.0,7.0,7.0,6.0,3.0,4.0,2.0,5.0
sit_3883,I was shopping at Walmart with my Mom.,9.0,5.0,5.0,5.0,6.0,8.0,7.0,6.0,6.0,6.0,7.0,7.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,6.0,4.0,7.0,4.0,9.0,7.0,5.0,4.0,4.0,5.0,6.0,4.0,5.0,4.0,5.0,7.0,4.0,4.0,4.0,4.0,7.0,4.0,3.0,3.0,4.0,7.0,8.0,3.0,3.0,7.0,3.0,8.0,5.0,6.0,5.0,7.0,9.0,6.0,7.0,6.0,1.0,5.0,1.0,6.0,6.0,2.0,2.0,3.0,6.0,3.0,2.0,5.0,1.0,5.0,2.0,5.0,8.0,6.0,3.0,3.0,2.0,8.0,2.0,6.0,4.0,3.0,3.0,6.0,5.0,8.0
sit_3884,I was watching Red 2 in the living room of my house with my mom and Dad.,9.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,6.0,4.0,7.0,6.0,5.0,4.0,4.0,5.0,5.0,9.0,6.0,7.0,5.0,4.0,4.0,4.0,4.0,7.0,4.0,6.0,4.0,7.0,5.0,5.0,6.0,6.0,7.0,6.0,5.0,4.0,6.0,4.0,5.0,3.0,3.0,5.0,3.0,8.0,4.0,6.0,8.0,3.0,6.0,3.0,5.0,3.0,8.0,7.0,9.0,2.0,3.0,3.0,2.0,2.0,5.0,7.0,8.0,7.0,4.0,7.0,6.0,5.0,2.0,1.0,7.0,1.0,6.0,8.0,6.0,4.0,4.0,6.0,1.0,5.0,6.0,2.0,8.0,7.0,3.0,3.0,2.0
sit_3885,I went to dinner at a thai restaurant in Seal beach with my mother and father.,7.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,5.0,5.0,7.0,7.0,7.0,5.0,5.0,5.0,7.0,6.0,6.0,6.0,5.0,7.0,5.0,7.0,5.0,5.0,5.0,5.0,7.0,4.0,4.0,6.0,6.0,4.0,8.0,4.0,4.0,4.0,4.0,8.0,4.0,4.0,4.0,6.0,4.0,6.0,4.0,4.0,6.0,4.0,4.0,8.0,3.0,6.0,3.0,8.0,6.0,6.0,8.0,3.0,6.0,3.0,8.0,3.0,3.0,3.0,3.0,9.0,3.0,3.0,3.0,2.0,9.0,2.0,2.0,9.0,7.0,6.0,2.0,2.0,2.0,1.0,1.0,6.0,6.0,1.0,5.0,5.0,5.0
sit_3886,"I was on my way home from Costco. My mom, sister, and I were sitting in the car listening to the radio. We were all really tired so hardly spoke to each other the entire way home.",8.0,3.0,7.0,5.0,6.0,6.0,9.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,8.0,7.0,7.0,5.0,4.0,6.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,7.0,6.0,5.0,3.0,4.0,4.0,5.0,5.0,7.0,7.0,4.0,4.0,5.0,8.0,7.0,4.0,8.0,4.0,8.0,4.0,7.0,6.0,7.0,9.0,6.0,3.0,5.0,3.0,3.0,3.0,6.0,5.0,8.0,4.0,3.0,3.0,5.0,1.0,3.0,2.0,2.0,1.0,3.0,9.0,4.0,4.0,2.0,2.0,5.0,1.0,2.0,6.0,7.0,2.0,7.0,3.0,6.0
sit_3887,"Yesterday, at 7 PM, I was in the backseat of the car on my way home for Thanksgiving. I was just listening to music for the whole car ride home and talking with my parents about my roommate problems. I was with my mother, my father, and my brother.",4.0,5.0,5.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,4.0,5.0,5.0,6.0,6.0,4.0,4.0,4.0,6.0,7.0,7.0,7.0,7.0,4.0,5.0,6.0,4.0,7.0,4.0,5.0,5.0,7.0,5.0,4.0,4.0,3.0,7.0,3.0,5.0,3.0,5.0,5.0,8.0,7.0,3.0,6.0,3.0,3.0,3.0,7.0,4.0,8.0,3.0,6.0,3.0,8.0,2.0,4.0,8.0,5.0,3.0,4.0,2.0,5.0,6.0,5.0,5.0,2.0,2.0,1.0,6.0,2.0,6.0,8.0,6.0,7.0,9.0,1.0,9.0,5.0,2.0,5.0,7.0,3.0,9.0,8.0,1.0
sit_3888,I was at the school gym working out,6.0,4.0,6.0,4.0,4.0,5.0,6.0,5.0,6.0,5.0,5.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,6.0,5.0,6.0,4.0,7.0,7.0,4.0,6.0,5.0,6.0,4.0,6.0,5.0,4.0,5.0,3.0,3.0,4.0,2.0,5.0,5.0,4.0,7.0,6.0,3.0,6.0,3.0,3.0,7.0,2.0,3.0,7.0,5.0,3.0,5.0,4.0,7.0,4.0,5.0,7.0,7.0,7.0,2.0,8.0,7.0,8.0,4.0,5.0,8.0,2.0,2.0,6.0,1.0,8.0,5.0,9.0,9.0,6.0,8.0,9.0,8.0,6.0,1.0,6.0,3.0,3.0,2.0,7.0,5.0,1.0
sit_3889,I was alone reading for class in my room.,6.0,3.0,7.0,6.0,7.0,6.0,6.0,2.0,4.0,5.0,7.0,6.0,6.0,3.0,1.0,6.0,3.0,3.0,7.0,4.0,6.0,3.0,3.0,5.0,7.0,7.0,4.0,5.0,4.0,7.0,4.0,4.0,7.0,7.0,4.0,4.0,4.0,3.0,2.0,4.0,6.0,1.0,5.0,8.0,4.0,7.0,5.0,8.0,8.0,6.0,4.0,5.0,9.0,6.0,2.0,5.0,3.0,5.0,6.0,5.0,8.0,5.0,3.0,5.0,5.0,8.0,6.0,7.0,6.0,5.0,4.0,1.0,2.0,2.0,4.0,9.0,3.0,9.0,5.0,5.0,6.0,2.0,5.0,5.0,5.0,3.0,5.0,4.0,8.0
sit_3890,"I was with my housemates at our house, cooking a turkey and ham for our club KCM Thanksgiving potluck dinner. ",7.0,5.0,7.0,6.0,5.0,7.0,8.0,7.0,5.0,6.0,7.0,6.0,6.0,5.0,4.0,6.0,4.0,8.0,5.0,6.0,5.0,7.0,5.0,8.0,5.0,4.0,4.0,9.0,5.0,8.0,4.0,7.0,4.0,5.0,7.0,2.0,4.0,4.0,4.0,5.0,7.0,6.0,4.0,4.0,5.0,5.0,4.0,9.0,4.0,2.0,7.0,5.0,3.0,5.0,6.0,9.0,6.0,5.0,8.0,6.0,3.0,5.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,6.0,7.0,2.0,1.0,6.0,6.0,2.0,3.0,1.0,6.0,1.0,6.0,8.0,5.0
sit_3891,I was with my pledge brothers and my Big eating at Chipotle before we attended our Fellowship. ,6.0,4.0,4.0,6.0,6.0,6.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,2.0,5.0,4.0,4.0,4.0,5.0,1.0,6.0,4.0,8.0,3.0,6.0,4.0,2.0,6.0,6.0,3.0,4.0,6.0,5.0,6.0,6.0,3.0,4.0,6.0,3.0,5.0,2.0,5.0,7.0,5.0,3.0,7.0,4.0,9.0,7.0,5.0,4.0,7.0,7.0,5.0,5.0,7.0,2.0,3.0,3.0,6.0,5.0,5.0,3.0,2.0,7.0,5.0,5.0,5.0,1.0,8.0,6.0,7.0,9.0,8.0,8.0,3.0,8.0,8.0,7.0,7.0,9.0,6.0,2.0,3.0,7.0,1.0
sit_3892,I was watching a show on netflix in my room. My roommates were in the room with me.,9.0,6.0,6.0,6.0,6.0,6.0,8.0,5.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,5.0,7.0,6.0,8.0,7.0,7.0,5.0,5.0,6.0,7.0,5.0,4.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,5.0,4.0,4.0,4.0,7.0,4.0,5.0,7.0,4.0,4.0,5.0,7.0,4.0,8.0,9.0,9.0,3.0,7.0,4.0,4.0,3.0,4.0,6.0,8.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,8.0,4.0,2.0,2.0,2.0,2.0,1.0,8.0,3.0,4.0,1.0,2.0,1.0,2.0
sit_3893,Getting ready to go to a rave with my room mate at my home.,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,3.0,5.0,3.0,7.0,4.0,4.0,7.0,7.0,6.0,6.0,6.0,4.0,4.0,4.0,3.0,6.0,7.0,6.0,6.0,4.0,6.0,6.0,7.0,2.0,2.0,3.0,3.0,7.0,6.0,6.0,7.0,4.0,8.0,6.0,1.0,3.0,3.0,8.0,4.0,1.0,9.0,7.0,4.0,4.0,8.0,6.0,9.0,3.0,6.0,1.0,4.0,8.0,6.0,2.0,9.0,8.0,7.0,2.0,5.0,7.0,7.0,4.0,3.0,6.0,8.0,2.0,3.0,5.0,2.0,5.0,5.0
sit_3894,"Around 7pm, my friend came over from Corona to give me an apple pie to my home. It was homemade. He just wanted to give these apple pies out to his closest friend saying Happy Thanksgiving. We just talked for about 2hours. it was great. ",8.0,7.0,7.0,7.0,6.0,7.0,5.0,7.0,7.0,5.0,5.0,8.0,5.0,6.0,5.0,5.0,5.0,9.0,6.0,5.0,6.0,5.0,4.0,6.0,6.0,5.0,4.0,4.0,4.0,5.0,7.0,4.0,4.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,4.0,4.0,4.0,5.0,6.0,8.0,3.0,4.0,3.0,3.0,7.0,6.0,7.0,6.0,3.0,8.0,9.0,6.0,7.0,3.0,3.0,6.0,9.0,4.0,5.0,2.0,4.0,5.0,4.0,3.0,3.0,1.0,8.0,2.0,3.0,7.0,2.0,2.0,4.0,2.0,4.0,2.0,3.0,1.0,6.0,8.0,6.0,1.0,3.0
sit_3895,I was playing a video game called League of Legends. I was in my room. No one was with me. ,7.0,5.0,7.0,5.0,6.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,3.0,6.0,5.0,6.0,6.0,4.0,5.0,3.0,4.0,4.0,7.0,7.0,6.0,8.0,6.0,5.0,7.0,4.0,5.0,8.0,8.0,5.0,4.0,6.0,5.0,5.0,6.0,4.0,4.0,3.0,3.0,9.0,3.0,3.0,4.0,3.0,4.0,6.0,8.0,3.0,7.0,3.0,8.0,7.0,5.0,3.0,2.0,5.0,6.0,6.0,5.0,7.0,8.0,4.0,4.0,5.0,1.0,4.0,2.0,7.0,2.0,9.0,3.0,2.0,2.0,4.0,1.0,4.0,5.0,4.0,2.0,5.0,7.0,9.0,5.0,1.0
sit_3896,"I was baking cookies to take to a homeless shelter. I was in my kitchen at home in my hometown. I was with my father and my good friend, Hailee. ",6.0,2.0,6.0,4.0,6.0,6.0,7.0,9.0,5.0,5.0,2.0,7.0,6.0,5.0,3.0,5.0,4.0,8.0,6.0,5.0,6.0,7.0,2.0,5.0,6.0,5.0,5.0,6.0,7.0,4.0,4.0,6.0,5.0,5.0,8.0,5.0,5.0,3.0,4.0,5.0,7.0,6.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,9.0,7.0,3.0,7.0,5.0,7.0,6.0,4.0,9.0,3.0,3.0,3.0,8.0,2.0,2.0,4.0,5.0,8.0,3.0,1.0,5.0,1.0,7.0,1.0,4.0,7.0,7.0,4.0,4.0,5.0,8.0,5.0,3.0,6.0,5.0,4.0,6.0,6.0,8.0
sit_3897,I was at home surfing the web. I was at home. I was alone in the house. I was looking at imgur and facebook.,7.0,6.0,6.0,6.0,6.0,5.0,7.0,7.0,5.0,5.0,5.0,5.0,7.0,5.0,5.0,5.0,5.0,7.0,5.0,5.0,7.0,5.0,5.0,7.0,7.0,7.0,5.0,6.0,5.0,5.0,5.0,7.0,7.0,6.0,5.0,4.0,4.0,4.0,4.0,4.0,6.0,5.0,4.0,4.0,4.0,8.0,4.0,4.0,8.0,4.0,6.0,4.0,4.0,4.0,6.0,8.0,6.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,3.0,6.0,4.0,2.0,6.0,6.0,2.0,2.0,8.0,8.0,2.0,9.0,9.0,2.0,1.0,2.0,9.0,1.0,8.0,3.0,1.0
sit_3898,"I was in San Fransisco yesterday to spent my Thanksgiving Break. I met my high school's friend and had a great dinner in the Thai restaurant. We talked a lot about how both of us changed and how our friends changed, it was a very pleasant night.",8.0,7.0,7.0,6.0,6.0,6.0,7.0,9.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,9.0,7.0,6.0,6.0,7.0,4.0,6.0,6.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,7.0,3.0,3.0,3.0,1.0,3.0,5.0,4.0,4.0,3.0,4.0,7.0,4.0,3.0,5.0,3.0,7.0,4.0,4.0,5.0,7.0,8.0,5.0,5.0,5.0,3.0,5.0,2.0,8.0,4.0,5.0,2.0,5.0,5.0,2.0,3.0,4.0,1.0,8.0,2.0,2.0,8.0,5.0,5.0,3.0,5.0,5.0,1.0,8.0,7.0,5.0,2.0,3.0,9.0,5.0
sit_3899,"Yesterday at 7pm, I was getting my agenda ready for my sorority meeting. I was on my computer joining all of the officer reports together on one agenda. I was in my room all by myself. ",6.0,3.0,7.0,5.0,6.0,7.0,7.0,5.0,9.0,8.0,6.0,3.0,8.0,5.0,5.0,5.0,5.0,6.0,3.0,7.0,5.0,1.0,4.0,8.0,8.0,5.0,4.0,7.0,5.0,5.0,4.0,6.0,6.0,7.0,4.0,4.0,6.0,5.0,4.0,5.0,6.0,4.0,4.0,5.0,7.0,5.0,4.0,4.0,3.0,6.0,3.0,6.0,7.0,6.0,5.0,6.0,4.0,6.0,5.0,4.0,7.0,9.0,3.0,3.0,4.0,2.0,8.0,9.0,2.0,1.0,3.0,1.0,2.0,2.0,4.0,6.0,8.0,4.0,3.0,3.0,6.0,2.0,3.0,7.0,5.0,5.0,7.0,2.0,5.0
sit_3900,"I was playing a computer game called Dota 2. I was in my room in front of my computer desk. I was alone in my room, but I was playing with my friend through the internet. ",5.0,5.0,5.0,4.0,7.0,5.0,5.0,7.0,6.0,5.0,5.0,6.0,5.0,5.0,4.0,7.0,4.0,6.0,4.0,5.0,4.0,4.0,8.0,6.0,9.0,4.0,8.0,5.0,4.0,3.0,3.0,6.0,7.0,7.0,3.0,4.0,8.0,8.0,4.0,9.0,5.0,3.0,3.0,4.0,8.0,4.0,4.0,3.0,3.0,5.0,3.0,6.0,7.0,6.0,2.0,5.0,6.0,7.0,3.0,5.0,7.0,5.0,6.0,6.0,6.0,3.0,2.0,2.0,6.0,1.0,2.0,1.0,6.0,3.0,5.0,5.0,4.0,7.0,1.0,6.0,8.0,2.0,7.0,4.0,6.0,5.0,9.0,7.0,2.0
sit_3901,I was evaluating my courses in my aunt's house by myself. And I was mad at my history professor because he sucks.,1.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,6.0,7.0,4.0,6.0,6.0,4.0,4.0,2.0,7.0,6.0,7.0,7.0,6.0,5.0,1.0,4.0,4.0,7.0,5.0,2.0,7.0,7.0,5.0,3.0,3.0,6.0,7.0,6.0,5.0,7.0,6.0,8.0,5.0,8.0,2.0,8.0,5.0,3.0,3.0,6.0,5.0,5.0,5.0,3.0,3.0,8.0,5.0,5.0,8.0,3.0,6.0,5.0,8.0,9.0,5.0,5.0,3.0,5.0,4.0,6.0,9.0,5.0,6.0,3.0,5.0,3.0,6.0,6.0,2.0,6.0,9.0,5.0,5.0,7.0,3.0,2.0,2.0
sit_3902,I was watching a movie at home with my sister.,8.0,5.0,6.0,5.0,5.0,5.0,7.0,6.0,5.0,5.0,6.0,7.0,7.0,5.0,5.0,5.0,5.0,6.0,7.0,6.0,5.0,8.0,4.0,4.0,6.0,7.0,4.0,4.0,6.0,4.0,5.0,4.0,4.0,7.0,7.0,3.0,3.0,4.0,3.0,4.0,7.0,3.0,4.0,6.0,3.0,7.0,3.0,6.0,9.0,3.0,7.0,6.0,6.0,4.0,6.0,7.0,8.0,4.0,4.0,6.0,4.0,3.0,6.0,5.0,9.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,9.0,5.0,8.0,2.0,2.0,5.0,3.0,5.0,5.0,8.0,5.0,8.0,5.0,6.0
sit_3903,I was playing ping pong with my mother's friend's daughter. We were in the living room and we were waiting for my mother to call us  for the Thanksgiving dinner.,8.0,5.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,7.0,5.0,5.0,4.0,6.0,4.0,5.0,8.0,4.0,4.0,4.0,4.0,3.0,7.0,4.0,4.0,3.0,4.0,9.0,3.0,3.0,4.0,3.0,8.0,7.0,3.0,3.0,7.0,9.0,5.0,3.0,8.0,6.0,3.0,3.0,7.0,3.0,5.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,7.0,5.0,6.0,9.0,4.0,7.0,4.0,4.0,7.0,1.0,7.0,7.0,1.0,1.0,4.0,6.0,4.0
